NPRI ID,Facility name,Company name,Address,City,Province,PostalCode,Latitude,Longitude,Emissions,Units,Facility details,Facility information,Report year
16151,Pine Ck 04-25-058-19 W5 Comp,Bonavista Energy Corporation,,Pine Creek,Alberta,,54.0376,-116.6985,112.94,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316151&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16151,2022
16152,Bigoray Gas Plant,Keyera Corp,,Drayton Valley,Alberta,T7A 1S3,53.3886,-115.3158,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316152&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/16152,2022
16153,Mitsue Gp 08-15-71-04w5,Cardinal Energy Ltd.,,Slave Lake,Alberta,T0G 2A0,55.1468,-114.5171,6.8,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316153&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16153,2022
16161,Pine Creek - Simonette Oil Mwb 16-17-064-26w5,Paramount Resources Ltd.,,N/A,Alberta,,54.5418,-117.8841,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316161&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16161,2022
16162,Trilogy Fox Creek 11-10 Ggs,Paramount Resources Ltd.,,,Alberta,,54.3505,-116.7668,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316162&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16162,2022
16163,Chevron Kaybob Bhl Unit No. 1,Trilogy Resources Ltd.,,,Alberta,,54.521601,-116.802161,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316163&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16163,2022
16175,Callum Sweet Gas Plant 02-24,Mfc Resource Partnership,,,Alberta,,50.0065,-114.146,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316175&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16175,2022
16179,Brant Gas Battery 09-17,Mfc Resource Partnership,,,Alberta,,50.6094,-113.7067,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316179&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16179,2022
16184,High River Comp Stn 02-04,Mfc Resource Partnership,,,Alberta,,50.3976,-113.9255,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316184&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16184,2022
16188,Worsley (Birchcliff) Sour Gas Plant,Enercapita Energy Ltd.,,N/A,Alberta,,56.5569,-119.3639,40.71,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316188&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16188,2022
16195,Centron Comp Stn 02-12,Encana Corporation,,,Alberta,,50.9363,-113.7832,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316195&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16195,2022
16202,Conserve Halkirk 2-34-38-16-W4,Conserve Oil Corporation,,Halkirk,Alberta,,52.3047,-116.2061,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316202&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16202,2022
16203,Niton Sweet Gas Plant 07-34,Mfc Resource Partnership,,,Alberta,,53.7066,-115.9763,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316203&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16203,2022
16209,High River Comp Stn 11-15,Mfc Resource Partnership,,,Alberta,,50.5218,-113.9132,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316209&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16209,2022
16212,Jenner Sour Gas Plant,Cor4 Oil,,Jenner,Alberta,,50.6533,-111.1661,127.34,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316212&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16212,2022
16215,Majorville Gas Battery 06-06-019-19w4,Canadian Natural Resources Limited,,,Alberta,,50.5767,-112.6303,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316215&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16215,2022
16224,Enchant Compressor Station 11-09-024-11w4,Canadian Natural Resources Limited,,,Alberta,,50.1584,-112.1365,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316224&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16224,2022
16228,Marengo Oil Battery 06-01-028-28w3,Canadian Natural Resources Limited,,N/A,Saskatchewan,,51.3652,-109.8147,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316228&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16228,2022
16230,Mantario Oil Battery 13-32-027-27w3,Canadian Natural Resources Limited,,N/A,Saskatchewan,,51.3564,-109.7746,42.96,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316230&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16230,2022
16231,Mantario East Oil Battery 04-25-027-27w3,Canadian Natural Resources Limited,,N/A,Saskatchewan,,51.332,-109.6812,2.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316231&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16231,2022
16232,Westerose D-3 Sour Comp Station 13-34,Cenovus Energy Inc.,,N/A,Alberta,,52.9267,-113.9989,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316232&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16232,2022
16233,Cessford Sweet Gas Plant 02-08-024-12w4,Canadian Natural Resources Limited,,N/A,Alberta,,51.0245,-111.6428,79.07,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316233&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16233,2022
16234,Stanmore Sweet Gas Plant 07-09-030-11w4,Canadian Natural Resources Limited,,N/A,Alberta,,51.5525,-111.4906,182.82,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316234&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16234,2022
16235,Connorsville Sweet Gas Plant 09-32-025-15w4,Canadian Natural Resources Limited,,,Alberta,,51.1769,-112.0553,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316235&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16235,2022
16237,Huxley Sweet Gas Plant,Pine Cliff Energy Ltd.,,N/A,Alberta,,51.9151,-113.3737,125.47,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316237&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16237,2022
16238,Medicine River Sour Gas Plant,Cenovus Energy Inc.,,N/A,Alberta,,52.358,-114.3241,123.57,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316238&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16238,2022
16240,Fbv Central 5-14,Pengrowth Energy Corporation,,Big Valley,Alberta,T2P3E5,52.091,-112.7615,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316240&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16240,2022
16242,Hanna Sweet Gas Plant 08-25-031-14w4,Canadian Natural Resources Limited,,,Alberta,,51.6844,-111.8513,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316242&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16242,2022
16243,Gulf Ghost Pine Unit Group 1-11,Pine Cliff Energy Ltd.,,,Alberta,,51.63607,-112.86634,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316243&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16243,2022
16246,Homeglen Rimbey Oil Battery 03-32,Cenovus Energy Inc.,,N/A,Alberta,,52.7434,-114.1134,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316246&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16246,2022
16249,Westerose Comp Station 12-02,I3 Energy Canada Ltd.,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,52.8514,-114.0469,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316249&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16249,2022
16250,Cessford Oil Battery 14-14-025-12w4,Canadian Natural Resources Limited,,N/A,Alberta,,51.1379,-111.5776,25.59,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316250&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16250,2022
16255,Hoadley Comp Station 14-12,ConocoPhillips Canada Resources Corp.,,,Alberta,,55.7812,-114.3072,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316255&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16255,2022
16257,Et Stetts 9-22,Pengrowth Energy Corporation,,Calgary,Alberta,T2P0M5,52.1935,-112.7719,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316257&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16257,2022
16258,Sylvan Lake Oil Battery 10-21,Cenovus Energy Inc.,,N/A,Alberta,,52.1971,-114.3677,16.77,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316258&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16258,2022
16260,Homeglen Rimbey Comp Station 11-18,I3 Energy Canada Ltd.,,N/A,Alberta,,52.707,-114.1375,19.04,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316260&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16260,2022
16261,Ghost Pine Comp Station 05-36,Pine Cliff Energy Ltd.,,,Alberta,,51.6098,-112.7006,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316261&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16261,2022
16268,West Paddle River Comp Stn 11-10,Cenovus Energy Inc.,,N/A,Alberta,,53.825,-115.5567,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316268&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16268,2022
16274,Peco Sweet Comp Station 11-12,Cenovus Energy Inc.,,N/A,Alberta,,53.2169,-116.3587,51.33,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316274&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16274,2022
16277,Goodfare Sweet Gas Plant,Tidewater Midstream and Infrastructure Ltd.,,N/A,Alberta,,55.2451,-119.689,55.37,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316277&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16277,2022
16285,Pengrowth Panny (00-03-11-096-06w5),Blue Sky Resources Ltd.,,Calgary,Alberta,,57.3092,-114.8563,0.29,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316285&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16285,2022
16288,Surmont Sagd Pilot Facility,ConocoPhillips Canada Resources Corp.,,,Alberta,,56.215,-110.9681,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316288&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16288,2022
16289,Cory Cogeneration Station,Saskatchewan Power Corporation,,Saskatoon,Saskatchewan,S7K 3K1,52.0919,-106.8475,443.5,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316289&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16289,2022
16296,Red Deer Regional Hospital Centre,Alberta Health Services,3942 50 A Avenue,Red Deer,Alberta,T4N 4E7,52.2605,-113.8166,98.06,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316296&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16296,2022
16298,Valhalla 1-3-77-7w6,Canadian Natural Resources Limited,,,Alberta,,55.6394,-118.9843,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316298&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/16298,2022
16299,Ferrier Sweet Gas Plant 01-20-039-07w5,Canadian Natural Resources Limited,,N/A,Alberta,,52.3663,-114.963,451.18,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316299&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16299,2022
16301,Eaglesham Sweet Gas Plant 02-14-077-25w5,Canadian Natural Resources Limited,,N/A,Alberta,,55.6669,-117.7616,68.26,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316301&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16301,2022
16302,Leismer Compressor Station 03-07-077-07w4,Canadian Natural Resources Limited,,N/A,Alberta,,55.6518,-111.0844,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316302&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/16302,2022
16304,Lre - Puskwaskau 03-26,Guide Exploration Ltd.,,,Alberta,,55.4328,-118.0417,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316304&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16304,2022
16306,Ferrybank Compressor Station 03-31-044-27w4,Canadian Natural Resources Limited,,N/A,Alberta,,52.8296,-113.9109,288.91,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316306&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16306,2022
16307,Goodfish 03-32,Devon Canada Corporation,,Goodfish,Alberta,,56.9309,-115.2522,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316307&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16307,2022
16308,Normandville Sour Gas Plant 03-36-079-23w5,Canadian Natural Resources Limited,,N/A,Alberta,,55.8839,-117.462,13.26,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316308&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16308,2022
16310,Eaglesham Compressor Station 04-20-078-01w6,Canadian Natural Resources Limited,,N/A,Alberta,,55.7675,-118.1264,106.21,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316310&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16310,2022
16313,Bilbo Compressor Station 04-32-065-07w6,Canadian Natural Resources Limited,,N/A,Alberta,,54.6617,-119.0347,34,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316313&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16313,2022
16314,Mobil Wimborne Unit Oil Battery,Penn West Petroleum Ltd.,,,Alberta,,51.9018,-113.5687,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316314&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16314,2022
16316,West Culp Sour Gas Plant (Aeir),Canadian Natural Resources Limited,,N/A,Alberta,,55.8003,-117.8138,50.68,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316316&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16316,2022
16324,Victor Sweet Gas Plant 06-17-071-01w5,Canadian Natural Resources Limited,,N/A,Alberta,,55.1456,-114.1189,20.47,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316324&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16324,2022
16326,South Wapiti Compressor Station 06-25-066-13w6,Canadian Natural Resources Limited,,,Alberta,,54.7381,-119.8375,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316326&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16326,2022
16327,Devon Forsyth,Devon Canada Corporation,,Manatokan Op,Alberta,,54.3884,-110.9493,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316327&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/16327,2022
16328,Bilbo Compressor Station 06-34-065-08w6,Canadian Natural Resources Limited,,N/A,Alberta,,54.6653,-119.1297,33.42,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316328&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16328,2022
16330,Devon Wildmere,Devon Canada Corporation,,Wildmere,Alberta,,53.1934,-110.8631,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316330&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16330,2022
16337,Marian Lake Oil Battery 07-31-037-17w4,Canadian Natural Resources Limited,,,Alberta,,52.2211,-112.4187,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316337&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/16337,2022
16340,Blackfoot 08-10,Devon Canada Corporation,,Blackfoot,Alberta,,53.2108,-110.2019,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316340&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16340,2022
16343,Anderson et Al Dixon 8-14-85-25,Long Run Exploration Ltd,,,Alberta,,56.36936,-117.824655,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316343&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16343,2022
16345,Goodfish South Sour Gas Plant 03-32-091-08w5,Canadian Natural Resources Limited,,N/A,Alberta,,56.7315,-115.6115,54.26,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316345&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16345,2022
16346,Stettler Sweet Gas Plant 08-24-038-19w4,Canadian Natural Resources Limited,,N/A,Alberta,,52.2793,-112.5817,15.74,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316346&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16346,2022
16347,Devon Findley Ggs,Devon Canada Corporation,,Findley,Alberta,,53.941338,-118.74543,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316347&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16347,2022
16351,Ferrier Sweet Gas Plant 09-22-039-08w5,Canadian Natural Resources Limited,,N/A,Alberta,,52.37,-115.0617,84.96,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316351&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16351,2022
16356,South Wapiti Compressor Station 10-01-068-09w6,Canadian Natural Resources Limited,,N/A,Alberta,,54.8581,-119.235,46.8,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316356&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16356,2022
16357,Devon Mirage 10-03,Tourmaline Oil Corp,,Calgary,Alberta,,55.81986,-119.00207,132.57,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316357&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16357,2022
16358,Narraway Sweet Gas Plant 10-08-062-10w6,Canadian Natural Resources Limited,,N/A,Alberta,,54.3489,-119.4633,818.87,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316358&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16358,2022
16361,Anderson Valhalla 10-14,Devon Canada Corporation,,Valhalla,Alberta,,55.5868,-119.4338,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316361&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16361,2022
16364,Ferrier Oil Battery 10-36-038-08w5,Canadian Natural Resources Limited,,N/A,Alberta,,52.3993,-115.0205,194.16,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316364&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16364,2022
16367,Bellis Compressor Station 12-04-060-15w4,Canadian Natural Resources Limited,,N/A,Alberta,,49.4456,-111.9709,25.77,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316367&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16367,2022
16372,Hamburg Sweet Gas Plant 11-14-097-11w6,Canadian Natural Resources Limited,,N/A,Alberta,,57.4189,-119.675,551.7,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316372&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16372,2022
16373,Home Cecil 11-19,Spoke Resources Ltd.,,Cecil,Alberta,,56.3,-119.0979,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316373&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16373,2022
16376,Frenman 11-21,Devon Canada Corporation,,Frenman,Alberta,,54.5525,-111.3053,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316376&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/16376,2022
16378,Hamburg Sweet Gas Plant 11-33-096-08w6,Canadian Natural Resources Limited,,N/A,Alberta,,57.3743,-119.2349,205.38,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316378&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16378,2022
16379,Goodfish Compressor Station 12-06-096-06w5,Canadian Natural Resources Limited,,,Alberta,,57.3038,-114.973,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316379&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16379,2022
16380,John Lake 13-16,Devon Canada Corporation,,John Lake,Alberta,,53.7568,-110.1013,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316380&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/16380,2022
16381,Belloy 13-16,Devon Canada Corporation,,Belloy,Alberta,,55.7693,-118.5678,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316381&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16381,2022
16383,Marten Hills 14-22,Perpetual Energy Inc.,,,Alberta,,55.4292,-113.6181,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316383&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/16383,2022
16384,Horse Sweet Gas Plant 14-23-058-26w5,Canadian Natural Resources Limited,,N/A,Alberta,,54.0334,-117.7569,699.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316384&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16384,2022
16391,Devon Elmworth Halfway 15-09,Devon Canada Corporation,,Elmworth,Alberta,,54.9651,-119.3068,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316391&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16391,2022
16393,Devon Hangingstone Compressor,Devon Canada Corporation,,West Surmont,Alberta,,56.0916,-111.0397,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316393&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16393,2022
16396,Maple Glen Compressor Station 15-36-036-16w4,Canadian Natural Resources Limited,,N/A,Alberta,,52.1408,-112.1572,23.57,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316396&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16396,2022
16397,North Cecil Sour Gas Plant 16-04-085-08w6,Canadian Natural Resources Limited,,N/A,Alberta,,56.3471,-119.1905,27.37,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316397&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16397,2022
16404,NW Belloy (Dunvegan) Sour Gas Processing Plant 16-36-079-03w,Canadian Natural Resources Limited,,,Alberta,,55.895,-118.3175,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316404&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/16404,2022
16406,West Eagle Comp Stn 02-01,Canadian Natural Resources Limited,,N/A,British Columbia,,56.3356,-120.8572,128.22,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316406&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16406,2022
16410,Muskrat Comp Stn 14-12,Canadian Natural Resources Limited,,N/A,British Columbia,,56.5361,-120.7289,98.73,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316410&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16410,2022
16412,Stoddart Comp Stn 14-34,Canadian Natural Resources Limited,,N/A,British Columbia,,56.419,-121.0744,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316412&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/16412,2022
16416,Martin Creek Comp Stn A-033-E,Canadian Natural Resources Limited,,N/A,British Columbia,,57.3623,-121.404,122.36,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316416&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/16416,2022
16418,South Nig B-19,Devon Canada Corporation,,Nig Creek,British Columbia,,57.0939,-121.4839,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316418&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/16418,2022
16419,Pickell B-22-I/94-H-3,Yoho Resources Inc.,1 Route,Montney,British Columbia,V0C1Y0,57.1854,-121.0233,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316419&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/16419,2022
16420,Martin Creek Comp Stn B-068-F,Canadian Natural Resources Limited,,,British Columbia,,57.3856,-121.3478,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316420&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/16420,2022
16422,Birley Creek Comp Stn B-099-G,Canadian Natural Resources Limited,,,British Columbia,,57.1606,-121.2354,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0316422&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/16422,2022
